,V,A,D,text
347,0.5,0.4,0.5,P.S.
348,0.5,0.625,0.625,These are the attributes we want all children to have.
349,0.55,0.5,0.6,You help Jameson campers reach for them.
350,0.6,0.55,0.6,"If these special children are to become the adults we all need them to be, we have to lead them in the right direction right now."
351,0.4175,0.4175,0.4175,"Name Address City, ST Zip"
352,0.5,0.5,0.5,Jameson points the way for children who need that extra hand and I hope you'll continue your support this year.
353,0.55,0.5,0.5,"You're last gift of $50.00 helped make it possible for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children."
354,0.5,0.4175,0.5,"And not just during the summer, but throughout the year."
355,0.4175,0.5825,0.5825,What has your support of our campers meant to them and what have they been able to accomplish because you care?
356,0.6,0.5,0.6,The best indicator I can give you of the positive effect our year-round contact has is the growth in and deeds of the Youth Leadership teens.
357,0.6,0.55,0.55,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career."
358,0.5,0.5,0.5,The Summer Enrichment Program will conclude with a celebration that includes family and friends.
359,0.5,0.5,0.5,We would like to offer our youth a small reward for their participation by presenting them with gift certificates from Target.
360,0.5,0.44999999999999996,0.55,"Therefore, we are asking you to donate 45, $10 gift certificates that can be used toward the purchase of school supplies or clothing, in the total amount of $450."
361,0.5,0.4,0.5,"In return, we will recognize Target as a sponsor during our event and in the event program."
362,0.5,0.5,0.5,"July30,1999"
363,0.6,0.55,0.55,I will be happy to supply any additional information you may need and thank you for your consideration of our request.
364,0.7,0.7,0.5,We look forward to hearing from you.
365,0.5,0.5,0.5,"Sincerely,"
366,0.5,0.5,0.5,Valery De Long Director of Development
367,0.55,0.55,0.5,"In 1998, we served a total of 31,484 low-income individuals through job training and placement assistance, youth and senior programming, family counseling, emergency assistance, and much more."
368,0.5,0.4175,0.5,"Name Address City, ST Zip"
369,0.55,0.55,0.55,"As you can see from the enclosed map, your Target store is located in the heart of four of our service areas."
370,0.6,0.6,0.6,"The centers that serve these areas, Mary Rigg Neighborhood Center, Hawthorne Community Center, Southwest Multi-Service Center, and Christamore House, have teamed up to run an exciting job readiness program for 14 and 15 year old area residents called the Summer Enrichment Program."
371,0.5,0.44999999999999996,0.55,"CCI is a federation of 13 neighborhood-based multi-service centers whose mission is to identify and meet the human service needs of residents throughout Marion County in the most effective, efficient and comprehensive way possible."
372,0.55,0.44999999999999996,0.6,"Between June 21 and August 31, 45 youth will spend 20 hours a week developing life management and work ethic skills, learning the computer, visiting area colleges, and interacting with guest speakers."
373,0.6,0.6,0.6,"With this in mind, I am asking each one of you to make a personal contribution of $50, $100 or even $1,000 to show that you believe in the work that we do and are willing to support it with both your time and your finances."
374,0.55,0.5,0.5,CCI has come a long way in the last five years.
375,0.5,0.4,0.44999999999999996,"This way when we go out to ask for community support and are asked about our board giving level, we can show our in-house commitment through 100% board participation."
376,0.5,0.5,0.55,"I also encourage you to seek additional support through your company, church, or service organization."
377,0.6,0.6,0.5,"We've worked hard to structrue the organization so that we've ready to move boldly into the next century, and I believe that we have an exciting and successful future ahead of us."
378,0.5,0.5,0.55,I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.
379,0.6,0.6,0.65,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.
380,0.5,0.35,0.5,"MMM F_NAME L_NAME TITLE COMPANY ADDRESS CITY,ST ZIP March 4, 1999"
381,0.6,0.55,0.5,"Your financial support of the development process is just one step in making CCI a stronger, more efficient and ultimately more effective federation of service providers."
382,0.5,0.44999999999999996,0.44999999999999996,"Please, make your contribution today."
383,0.5,0.4375,0.5,"Sincerely,"
384,0.5,0.5,0.5,J.Chris Graffeo Chair
385,0.44999999999999996,0.4,0.65,P.S.
386,0.5,0.35,0.55,"If you have any questions, feel free to call Valery De Long at CCI, 638-3360 x23."
387,0.55,0.44999999999999996,0.55,One of the areas we've decided to focus on is development.
388,0.5,0.5,0.5,"It's clear that if we don't increase our base of private funding, we won't have the kind of control we need to ensure the continued success of our centers and the very important services they offer."
389,0.5,0.5,0.5,"In 1998, CCI served 31,484 individuals right in their own backyards."
390,0.5,0.30000000000000004,0.4,Where else would that many people turn if CCI weren't there to help?
391,0.6,0.4,0.44999999999999996,The community initiatives committee is working with our development office to put together a long-range fundraising plan that will ultimately bring more money into our centers.
392,0.5,0.30000000000000004,0.5,Dear LTR_NAME:
393,0.6,0.4,0.5,This in turn will help us to increase and even improve the services we offer.
394,0.5,0.4,0.55,HIPPY (Home Instructional Program for Preschool Youngsters) for families.
395,0.44999999999999996,0.5,0.5,Stopover crises counseling for youth.
396,0.5,0.4175,0.5,In Home Services for adults and seniors.
397,0.5,0.44999999999999996,0.55,Transportation for youth and seniors
398,0.6,0.6,0.55,"CCI is a federation of 13 neighborhood-based multi-service centers (plus one affiliate) whose mission is to identify and meet the human service needs of the greater Indianapolis community in the most effective, efficient and comprehensive way possible."
399,0.55,0.5,0.44999999999999996,"Answer 34,700 opportunities to change a life!"
400,0.44999999999999996,0.55,0.55,"Better yet, most of these services occur in cooperation with private and public agencies from all over the city - CICOA The Access Network, Goodwill Industries, Indianapolis Housing Agency, City of Indianapolis, Indianapolis Private Industry Council, Family and Social Services administration, OTC, Indy Parks, and numerous community development corporations, neighborhood organizations, and churches, to name just a few."
401,0.5,0.5,0.5,"July 30, 1999"
402,0.5,0.5,0.5,"This is exactly what happened in 1997 when Community Centers of Indianapolis provided its comprehensive, neighborhood-based services to individuals and families all over Marion County."
403,0.5,0.5,0.5,"More than 34,000 people benefited from our services in 1997, and the final count for 1998 could be even higher."
404,0.55,0.55,0.55,We're asking for a contribution in the amount of because you can't got a better bang for your buck than to support an organization that impacts so many lives in so many ways.
405,0.7,0.55,0.6,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts."
406,0.5,0.55,0.5,"Please, make a tax deductible gift to Community Centers of Indianapolis in 1999, and know that COMPANY is playing an important part in meeting the needs of its community."
407,0.5,0.4,0.5,"If you have any questions, please feel free to give us a call at 638-3360."
408,0.6,0.4,0.5,"We thank you for your consideration, and look forward to hearing from you."
409,0.5,0.5,0.5,"Sincerely,"
410,0.5,0.44999999999999996,0.6,Earline S. Moore President
411,0.5,0.5,0.5,Valery De Long Director of Development
412,0.5,0.375,0.375,Dear Name:
413,0.5,0.5,0.5,And we can do even more in 1999 with your financial support!
414,0.5825,0.4575,0.5,"70,0001 career assistance for youth"
415,0.5,0.5,0.55,"Question What do you get in 987,165 hours with 291people in 15 locations?"
416,0.5,0.4375,0.5,Preschool for young children
417,0.55,0.55,0.6,School Age Child Care for and children and youth
418,0.55,0.4,0.55,Senior Case Management Aids Education for youth and adults
419,0.625,0.625,0.625,Day Care for young children
420,0.6875,0.625,0.6875,"Social Development and Recreation for children, youth and adults."
421,0.55,0.5,0.55,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people."
422,0.55,0.55,0.55,"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities."
423,0.5825,0.5,0.5,"In 1998, MCCOY, Inc. led two efforts that, we believe, will help our community continue to take the steps necessary to help all young people grow up and develop well."
424,0.55,0.5,0.5,"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long."
425,0.5,0.5,0.55,"Two, funding was made available this summer for youth organizations and churches to conduct positive youth programming on Saturday evenings."
426,0.5,0.5,0.5,"August 4, 1999"
427,0.6,0.55,0.55,That need is being met.
428,0.55,0.4,0.55,"Annually, we ask several of our youth serving organizations to join us in our effort to help young people grow up well in Indianapolis."
429,0.5825,0.5,0.5825,Enclosed is a donation card that will enable you to make Indianapolis a great place for ALL of us to live.
430,0.5,0.44999999999999996,0.5,"If you have any questions or concerns at any time, please do not hesitate to call me at 921-1288."
431,0.44999999999999996,0.4,0.55,"Sincerely,"
432,0.5,0.5,0.5,"John F. Brandon, President MCCOY, Inc."
433,0.6,0.55,0.6,"Participants in the Youth Outcomes Educational Initiative identified three goals for all our youth to obtain: economic self-sufficiency, healthy family, social relationships, and involvement in the community."
434,0.5,0.375,0.4575,"Name Address City, ST Zip"
435,0.55,0.5,0.55,"A short time later, the Community Youth Mapping Project sent 55 young people out into the community to identify the resources they need to grow up well: caring adults, safe places to go, and positive things to do."
436,0.5,0.5,0.5,"The goal of MCCOY, Inc. has been to make a difference."
437,0.5,0.6,0.65,"One group of adults and one group of youth, through two very different processes, have arrived at the same conclusion; our community still has much to do if we are to help ALL of your youth successfully develop into the responsible, productive adults who will our community in the future."
438,0.6,0.6,0.55,It is our goal that every young person in Marion County have access to the programs and services that can best assist them in their growth toward a positive adulthood.
439,0.5,0.5,0.5,I am hopeful that you as an individual and Meridian Insurance as a corporation might consider becoming sustaining supporters of MCCOY.
440,0.5,0.5,0.5,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.
