Deal ID,Companies,Company ID,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO (at time of deal),CEO PBId,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Add-on,Debts,Total New Debt,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded,Company Website
167010-94T,Modifi,117384-40,"Developer of a workforce management platform designed to manage and monitor the workforce. The company's platform offers learning systems that link the back office to the field staff for better collaboration, staff monitoring and management, enabling businesses to monitor workflow matrics hassle-free and increase the efficiency of the workforce.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)","Artificial Intelligence & Machine Learning, TMT","workflow management system, workforce management, workforce management application, workforce management company, workforce management services, workforce management software",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",James Poss,46144-63P,4,167010-94T,17-Apr-2019,17-Feb-2021,0.66,Actual,4.96,5.62,Actual,11.76 %,2.19,3rd Round,Up Round,1.99,Series A3,Later Stage VC,Series A3,,Venture Capital,0.66,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"Seattle, WA",Americas,North America,Seattle,Washington,98104,United States,2014,modifi.io
166270-24T,Attila Security,231962-77,"Developer of a portable internet protocol security technology committed to providing organizations with simple, highly secure solutions for protecting data as it moves between people, places, devices and networks. The company's platform protects servers, desktops, laptops, smartphones and other IoT devices that are connected to corporate IT networks, enabling large companies and government agencies to secure data that's being accessed by employees, whether it's on mobile devices, servers or in the cloud.",Information Technology,Software,Network Management Software,Network Management Software*,"Cybersecurity, Internet of Things","cybersecurity solutions, data privacy, encrypted communication, files sharing security, flexible centralized management, information security, secure mobile communication, vpn",Formerly PE-Backed,Generating Revenue,"Debt Financed, Private Equity, Venture Capital",Gregg Smith,170783-02P,4,166270-24T,03-Feb-2021,02-Jul-2021,0.68,Actual,12.89,13.57,Actual,5.00 %,4.19,3rd Round,Flat Round,0.84,Series A1,Early Stage VC,Series A1,,Venture Capital,0.68,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,US Dollars (USD),"Columbia, MD",Americas,North America,Columbia,Maryland,21044,United States,2018,www.attilasec.com
184859-74T,Rapid Innovation,484852-69,"Operator of a blockchain app development platform intended to speed up the adoption of blockchain technology. The company's platform helps entrepreneurs and startups to build products that decentralize the internet, enabling businesses to build beautiful, user-friendly blockchain apps with no technical knowledge required.",Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Media and Information Services (B2B)",Cryptocurrency/Blockchain,"blockchain analytics, blockchain data, blockchain data analytics, blockchain portal, blockchain research, blockchain testing",Angel-Backed,Generating Revenue,"Pre-venture, Venture Capital",Jesse Anglen,250608-16P,1,184859-74T,12-Nov-2021,23-Nov-2021,0.70,Actual,4.35,5.05,Actual,13.79 %,0.70,1st Round,,0.71,Series A,Early Stage VC,Series A,,Venture Capital,0.70,No,,,,,Completed,Generating Revenue,Angel-Backed,,,,,US Dollars (USD),"Post Falls, ID",Americas,North America,Post Falls,Idaho,83854,United States,2019,www.rapidinnovation.io
158918-05T,Rezolve.ai,227354-86,"Developer of an employee help desk platform focused on providing IT helpdesk and HR services. The company's platform utilizes AI technology and inbuilt human teams to assist employees with all common and routine tasks in IT and HR functional areas, enabling companies to have robust IT helpdesk and HR services at a fraction of the price of current alternatives.",Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","Artificial Intelligence & Machine Learning, HR Tech, SaaS, TMT","conversational ai platform, enterprise ai platform, enterprise artificial intelligence, hr artificial intelligence, hr service desktop, it artificial intelligence, it help desktop ai, it service desktop automation, microlearning platform, microsoft team, ms team, service desktop ai, team chatbot, team service desktop, virtual agent application",Venture Capital-Backed,Generating Revenue,Venture Capital,Saurabh Kumar,183038-77P,2,158918-05T,,01-Feb-2021,0.82,Actual,,,,,1.94,2nd Round,,,Series A,Later Stage VC,Series A,,Venture Capital,0.82,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,30,4,4,,US Dollars (USD),"Dublin, CA",Americas,North America,Dublin,California,94583,United States,2016,www.rezolve.ai
184017-16T,CellarEye,484244-47,"Developer of an inventory management software designed to manage wine cellars for wine enthusiasts and collectors. The company's software integrates advanced computer vision, artificial intelligence and offers cloud-based database management tools to effortlessly manage prized wine collections, enabling private and professional wine cellars to identify and track any bottle movement in a hassle-free manner.",Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Artificial Intelligence & Machine Learning, SaaS","computer vision, database management tool, inventory management, inventory management tool, wine cellar management, wine cellar monitoring system",Venture Capital-Backed,Generating Revenue,Venture Capital,Mehdi Mohseni,283154-68P,2,184017-16T,03-Nov-2021,23-Nov-2021,0.83,Actual,8.70,9.54,Actual,8.71 %,2.67,2nd Round,Up Round,1.70,Series A2,Early Stage VC,Series A2,,Venture Capital,0.83,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"Menlo Park, CA",Americas,North America,Menlo Park,California,94025,United States,2019,www.cellareye.com
141060-61T,IvyConnect,54581-95,"Provider of a members-only online social network designed to provide access to global happenings. The company's platform enables the private online community to introduce members to each other and targets professionals such as doctors, entrepreneurs, academics, artists, architects, lawyers, and executives, enabling users to attend exclusive parties, restaurants, cultural events, film screenings, theaters, and symphony performances and exchange ideas to create a progressive community.",Information Technology,Software,Social/Platform Software,"Educational and Training Services (B2C), Information Services (B2C), Social/Platform Software*","Mobile, TMT","career development, online learning, online social network, personal growth, professional development",Venture Capital-Backed,Generating Revenue,Venture Capital,Beri Meric,41566-33P,3,141060-61T,31-Jan-2020,25-Jan-2021,0.83,Actual,,,,,11.76,3rd Round,,,Series A1,Early Stage VC,Series A1,,Venture Capital,0.83,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,3,,US Dollars (USD),"New York, NY",Americas,North America,New York,New York,10014,United States,2010,www.ivy.com
185525-92T,RealAtom,181344-70,"Developer of a loan automation platform intended to connect borrowers with relevant lenders. The company's platform can compare, select, and save the required loans that match with appropriate lenders based on the loan request within the commercial real estate industry, thereby enabling investors to secure the best loan for their projects and clients.",Information Technology,Software,Financial Software,"Automation/Workflow Software, Financial Software*, Media and Information Services (B2B)","FinTech, Real Estate Technology, TMT","bridges loans, debt financing platform, loans automation, loans sales, multifamily financing, real estate debt markets",Venture Capital-Backed,Generating Revenue,Venture Capital,Yulia Yaani,163797-49P,3,185525-92T,03-Dec-2021,21-Dec-2021,0.84,Actual,14.18,15.02,Actual,5.71 %,4.23,2nd Round,Up Round,1.69,Series A,Later Stage VC,Series A,,Venture Capital,0.84,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,,1,US Dollars (USD),"Arlington, VA",Americas,North America,Arlington,Virginia,22203,United States,2016,www.realatom.com
180894-97T,MOTUSI,439767-64,"Developer of smart wearables and technology solutions designed to revolutionize digital health. The company offers engineered compression-fit athletic wear, a full-body sensor network with two integrated on-body computer modules, a mobile application and cloud-based services, enabling clients to create a custom movement program in real-time with professionals for optimal remote care.",Consumer Products and Services (B2C),Consumer Durables,Other Consumer Durables,"Application Software, Other Consumer Durables*",Wearables & Quantified Self,"smart wearable, smart wearable assistive technology, smart wearable sensor, stealth company, stealth company services, stealth technology, technology solutions",Corporation,Generating Revenue,Venture Capital,Marc Alexander,242131-06P,2,180894-97T,29-Sep-2021,29-Sep-2021,0.85,Actual,,,,,0.85,1st Round,,,Series A,Early Stage VC,Series A,,Venture Capital,0.85,No,,,,,Announced/In Progress,Generating Revenue,Pending Transaction (VC),,,,,US Dollars (USD),"Portland, OR",Americas,North America,Portland,Oregon,,United States,2018,www.motusi.com
182318-86T,Infocyte,85567-96,"Developer of threat detection and incident response platform designed to deny attackers the ability to persist undetected inside the network. The company's platform uses forensic state analysis to discover the post-compromise activity of cyber attackers and malware that have bypassed other defenses and reduced attacker dwell time, enabling businesses to access faster, simpler, smarter ways to detect and orchestrate a response to sophisticated threats.",Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","Cybersecurity, TMT","cyber security platform, cyber security service, malware detection, security service, threat detection platform, threat hunting, threat hunting platform, threat hunting system",Corporate Backed or Acquired,Generating Revenue,"Debt Financed, M&A, Venture Capital",Curtis Hutcheson,171431-11P,6,182318-86T,,26-Oct-2021,0.86,Actual,16.80,17.66,Actual,4.88 %,11.47,5th Round,Up Round,0.48,Series B2,Later Stage VC,Series B2,,Venture Capital,0.86,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"Travis, TX",Americas,North America,Travis,Texas,78746,United States,2014,www.infocyte.com
176377-33T,MemberSuite,92092-87,"Developer of a cloud-based association management software designed to bring enterprise-class features to smaller businesses on a cost-effective on-demand platform. The company's software assists in managing fundraising, event planning, accounting, dues-collection, and other functions, enabling non-profits and corporations to promote continuity and visibility without a hefty price tag.",Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*",SaaS,"association management, association management system, business intelligence, engagement platform, events engagement application, events planning, experiential engagement, fundraising management, nonprofit management",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Natalie Cheney,78798-16P,6,176377-33T,,12-Jul-2021,0.86,Actual,27.69,28.55,Estimated,3.00 %,21.70,5th Round,Up Round,0.19,Series B2,Later Stage VC,Series B2,,Venture Capital,0.86,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"Atlanta, GA",Americas,North America,Atlanta,Georgia,30346,United States,2008,www.membersuite.com
